ID,カテゴリ,雑種・品種,科番号APG,APG番号::科和名APG,APG番号::科学名APG,和名,採用学名,自生,固有
3478,3,f,147,バラ科,Rosaceae,ウラゲワレモコウ,Sanguisorba officinalis L. f. pilosella (Ohwi) H.Hara,自生,固有
3479,1,,147,バラ科,Rosaceae,チシマワレモコウ,Sanguisorba tenuifolia Fisch. ex Link var. kurilensis Kudô ,自生,
3480,1,,147,バラ科,Rosaceae,コバナノワレモコウ,Sanguisorba tenuifolia Fisch. ex Link var. parviflora Maxim.,自生,
3481,3,f,147,バラ科,Rosaceae,ケナガボノシロワレモコウ,Sanguisorba tenuifolia Fisch. ex Link var. parviflora Maxim. f. pilosa H.Hara,自生,
3482,1,,147,バラ科,Rosaceae,ナガボノワレモコウ,Sanguisorba tenuifolia Fisch. ex Link var. tenuifolia,自生,
3483,4,h,147,バラ科,Rosaceae,ユキクラトウウチソウ,Sanguisorba x kishinamii Honda,自生,
3484,4,h,147,バラ科,Rosaceae,ポロシリトウウチソウ,Sanguisorba x poroshirensis S.Watan.,自生,
3485,4,h,147,バラ科,Rosaceae,ワレモコウモドキ,Sanguisorba x pseudoofficinalis Naruh.,自生,
3486,4,h,147,バラ科,Rosaceae,ハッポウワレモコウ,Sanguisorba x takahashihideoi Naruh.,自生,
3488,1,,147,バラ科,Rosaceae,タテヤマキンバイ,Sibbaldia procumbens L.,自生,
3490,1,,147,バラ科,Rosaceae,チングルマ,Sieversia pentapetala (L.) Greene,自生,
3491,3,f,147,バラ科,Rosaceae,ヤエチングルマ,Sieversia pentapetala (L.) Greene f. plena Miyabe et Tatew.,自生,
3492,3,f,147,バラ科,Rosaceae,タテヤマチングルマ,Sieversia pentapetala (L.) Greene f. rosacea (Nakai) Takeda,自生,
3495,1,,147,バラ科,Rosaceae,ホザキナナカマド,Sorbaria sorbifolia (L.) A.Braun var. stellipila Maxim.,自生,
3496,3,f,147,バラ科,Rosaceae,エゾホザキナナカマド,Sorbaria sorbifolia (L.) A.Braun var. stellipila Maxim. f. incerta (C.K.Schneid.) Kitag.,自生,
3499,1,,147,バラ科,Rosaceae,ナナカマド,Sorbus commixta Hedl. var. commixta,自生,
3500,1,,147,バラ科,Rosaceae,サビバナナカマド,Sorbus commixta Hedl. var. rufoferruginea C.K.Schneid.,自生,
3501,1,,147,バラ科,Rosaceae,ツシマナナカマド,Sorbus commixta Hedl. var. wilfordii (Koehne) Sugim.,自生,
3502,1,,147,バラ科,Rosaceae,ナンキンナナカマド,Sorbus gracilis (Siebold et Zucc.) K.Koch,自生,固有
3503,1,,147,バラ科,Rosaceae,ウラジロナナカマド,Sorbus matsumurana (Makino) Koehne,自生,固有
3504,3,f,147,バラ科,Rosaceae,ナンキンナナカマドモドキ,Sorbus matsumurana (Makino) Koehne f. pseudogracilis (Koidz.) Ohwi,自生,固有
3507,1,,147,バラ科,Rosaceae,ミヤマナナカマド,Sorbus sambucifolia (Cham. et Schltdl.) M.Roem. var. pseudogracilis C.K.Schneid.,自生,固有
3508,1,,147,バラ科,Rosaceae,タカネナナカマド,Sorbus sambucifolia (Cham. et Schltdl.) M.Roem. var. sambucifolia,自生,
3510,4,h,147,バラ科,Rosaceae,リクチュウナナカマド,Sorbus x rikuchuensis Makino,自生,固有
3511,4,h,147,バラ科,Rosaceae,オンタケナナカマド,Sorbus x yokouchii M.Mizush. ex T.Shimizu,自生,固有
3512,1,,147,バラ科,Rosaceae,エゾノマルバシモツケ,Spiraea betulifolia Pall. var. aemiliana (C.K.Schneid.) Koidz.,自生,
3513,3,f,147,バラ科,Rosaceae,ケナシエゾノマルバシモツケ,Spiraea betulifolia Pall. var. aemiliana (C.K.Schneid.) Koidz. f. glabra (H.Hara) Ohwi,自生,固有
3514,1,,147,バラ科,Rosaceae,マルバシモツケ,Spiraea betulifolia Pall. var. betulifolia,自生,
3515,3,f,147,バラ科,Rosaceae,アポイシモツケ,Spiraea betulifolia Pall. var. betulifolia f. grandifolia (Nakai ex H.Hara) Toyok.,自生,固有
3516,3,f,147,バラ科,Rosaceae,テシオシモツケ,Spiraea betulifolia Pall. var. betulifolia f. oblanceolata (Tatew.) Kitam.,自生,固有
3517,1,,147,バラ科,Rosaceae,マシケマルバシモツケ,Spiraea betulifolia Pall. var. yoshitakae Toyok.,自生,固有
3518,3,f,147,バラ科,Rosaceae,コゴメイワガサ,Spiraea blumei G.Don f. amabilis (Koidz.) Sugim.,自生,固有
3519,1,,147,バラ科,Rosaceae,イワガサ,Spiraea blumei G.Don var. blumei,自生,
3520,1,,147,バラ科,Rosaceae,ミツバイワガサ,Spiraea blumei G.Don var. obtusa (Nakai) Sugim.,自生,
3523,1,,147,バラ科,Rosaceae,ケナシアイズシモツケ,Spiraea chamaedryfolia L. var. chamaedryfolia,自生,
3525,1,,147,バラ科,Rosaceae,アイズシモツケ,Spiraea chamaedryfolia L. var. pilosa (Nakai) H.Hara,自生,
3527,1,,147,バラ科,Rosaceae,イブキシモツケ,Spiraea dasyantha Bunge,自生,固有
3533,3,f,147,バラ科,Rosaceae,シロバナシモツケ,Spiraea japonica L.f. f. albiflora (Miq.) Kitam.,自生,
3534,3,f,147,バラ科,Rosaceae,オヤマシモツケ,Spiraea japonica L.f. f. alpina (Maxim.) Makino,自生,固有
3535,3,f,147,バラ科,Rosaceae,コシモツケ,Spiraea japonica L.f. f. bullata (Maxim.) Kitam.,自生,
3536,3,f,147,バラ科,Rosaceae,ウラジロシモツケ,Spiraea japonica L.f. f. hypoglauca (Koidz.) Kitam.,自生,固有
3537,3,f,147,バラ科,Rosaceae,ヒメシモツケ,Spiraea japonica L.f. f. ibukiensis (Makino) Kitam.,自生,固有
3538,1,,147,バラ科,Rosaceae,シモツケ,Spiraea japonica L.f. var. japonica,自生,
8365,1,,147,バラ科,Rosaceae,ドロシモツケ,Spiraea japonica L.f. var. ripensis Kitam.,自生,固有
3540,1,,147,バラ科,Rosaceae,エゾシモツケ,Spiraea media F.W.Schmidt var. sericea (Turcz.) Regel ex Maxim.,自生,
3541,1,,147,バラ科,Rosaceae,エゾノシロバナシモツケ,Spiraea miyabei Koidz.,自生,
3544,3,f,147,バラ科,Rosaceae,ナガバイワシモツケ,Spiraea nipponica Maxim. f. oblanceolata (Nakai) Ohwi,自生,固有
3545,3,f,147,バラ科,Rosaceae,マルバイワシモツケ,Spiraea nipponica Maxim. f. rotundifolia Makino,自生,固有
3546,1,,147,バラ科,Rosaceae,イワシモツケ,Spiraea nipponica Maxim. var. nipponica,自生,固有
3547,1,,147,バラ科,Rosaceae,キイシモツケ,Spiraea nipponica Maxim. var. ogawae (Nakai) T.Yamanaka,自生,固有
3548,1,,147,バラ科,Rosaceae,トサシモツケ,Spiraea nipponica Maxim. var. tosaensis (Yatabe) Makino,自生,
3554,1,,147,バラ科,Rosaceae,ホザキシモツケ,Spiraea salicifolia L.,自生,
3555,1,,147,バラ科,Rosaceae,ユキヤナギ,Spiraea thunbergii Siebold ex Blume,自生,
3556,4,h,147,バラ科,Rosaceae,ウラジロイワガサ,Spiraea x hayatae Koidz.,自生,固有
5061,1,,150,グミ科,Elaeagnaceae,タンゴグミ,Elaeagnus arakiana Koidz.,自生,固有
5063,1,,150,グミ科,Elaeagnaceae,クマヤマグミ,Elaeagnus epitricha Momiy. ex H.Ohba,自生,固有
5064,1,,150,グミ科,Elaeagnaceae,ツルグミ,Elaeagnus glabra Thunb. var. glabra,自生,
5065,1,,150,グミ科,Elaeagnaceae,コバノツルグミ,Elaeagnus glabra Thunb. var. jotanii Honda,自生,固有
5066,1,,150,グミ科,Elaeagnaceae,ホソバツルグミ,Elaeagnus glabra Thunb. var. lanceolata Nakai,自生,
5067,1,,150,グミ科,Elaeagnaceae,リュウキュウツルグミ,Elaeagnus liukiuensis Rehder,自生,固有
5068,1,,150,グミ科,Elaeagnaceae,オオバグミ,Elaeagnus macrophylla Thunb.,自生,
5069,1,,150,グミ科,Elaeagnaceae,ハコネグミ,Elaeagnus matsunoana Makino,自生,固有
5070,1,,150,グミ科,Elaeagnaceae,マメグミ,Elaeagnus montana Makino var. montana,自生,固有
5071,1,,150,グミ科,Elaeagnaceae,ツクバグミ,Elaeagnus montana Makino var. ovata (Maxim.) Araki,自生,固有
5073,1,,150,グミ科,Elaeagnaceae,トウグミ,Elaeagnus multiflora Thunb. var. hortensis (Maxim.) Servett.,自生,固有
5074,3,f,150,グミ科,Elaeagnaceae,イスズグミ,Elaeagnus multiflora Thunb. var. hortensis (Maxim.) Servett.  f. jucundicocca (Koidz.) Araki,自生,固有
5075,1,,150,グミ科,Elaeagnaceae,ナツグミ,Elaeagnus multiflora Thunb. var. multiflora,自生,固有
5076,1,,150,グミ科,Elaeagnaceae,アリマグミ,Elaeagnus murakamiana Makino,自生,固有
5077,3,f,150,グミ科,Elaeagnaceae,ナガバアリマグミ,Elaeagnus murakamiana Makino f. longifolia (Nakai) Momiy. ex H.Hara,自生,
5079,1,,150,グミ科,Elaeagnaceae,コウヤグミ,Elaeagnus numajiriana Makino,自生,固有
5080,1,,150,グミ科,Elaeagnaceae,ナワシログミ,Elaeagnus pungens Thunb.,自生,固有
5082,3,f,150,グミ科,Elaeagnaceae,センベイグミ,Elaeagnus pungens Thunb. f. rotundifolia (Servett.) H.Hara,自生,
5084,1,,150,グミ科,Elaeagnaceae,オガサワラグミ,Elaeagnus rotundata Nakai,自生,固有
5085,1,,150,グミ科,Elaeagnaceae,カツラギグミ,Elaeagnus takeshitae Makino,自生,固有
5086,3,f,150,グミ科,Elaeagnaceae,キミノアキグミ,Elaeagnus umbellata Thunb. f. higuchiana (Honda) H.Hara,自生,固有
5088,3,f,150,グミ科,Elaeagnaceae,ヒロハアキグミ,Elaeagnus umbellata Thunb. f. nakaiana (Araki) H.Ohba,自生,
5089,1,,150,グミ科,Elaeagnaceae,カラアキグミ,Elaeagnus umbellata Thunb. var. coreana (H.Lév.) H.Lév.,自生,
5090,1,,150,グミ科,Elaeagnaceae,マルバアキグミ,Elaeagnus umbellata Thunb. var. rotundifolia Makino,自生,固有
5091,1,,150,グミ科,Elaeagnaceae,アキグミ,Elaeagnus umbellata Thunb. var. umbellata,自生,
5092,4,h,150,グミ科,Elaeagnaceae,アカバグミ,Elaeagnus x maritima Koidz.,自生,
5093,4,h,150,グミ科,Elaeagnaceae,ワセアキグミ,Elaeagnus x praematura (Koidz.) Araki,自生,固有
5094,4,h,150,グミ科,Elaeagnaceae,マルバツルグミ,Elaeagnus x reflexa C.Morren et Decne.,自生,固有
5095,4,h,150,グミ科,Elaeagnaceae,フユグミ,Elaeagnus x submacrophylla Servett.,自生,
5096,1,,150,グミ科,Elaeagnaceae,ヤクシマグミ,Elaeagnus yakusimensis Masam.,自生,固有
5097,1,,150,グミ科,Elaeagnaceae,ナツアサドリ,Elaeagnus yoshinoi Makino,自生,固有
4842,1,,151,クロウメモドキ科,Rhamnaceae,ヒメクマヤナギ,Berchemia lineata (L.) DC.,自生,
4843,1,,151,クロウメモドキ科,Rhamnaceae,ホナガクマヤナギ,Berchemia longiracemosa Okuyama,自生,固有
4844,1,,151,クロウメモドキ科,Rhamnaceae,オオクマヤナギ,Berchemia magna (Makino) Koidz.,自生,
4845,1,,151,クロウメモドキ科,Rhamnaceae,ミヤマクマヤナギ,Berchemia pauciflora Maxim.,自生,固有
4846,3,f,151,クロウメモドキ科,Rhamnaceae,ナガミクマヤナギ,Berchemia racemosa Siebold et Zucc. f. stenosperma Hatus.,自生,固有
4847,1,,151,クロウメモドキ科,Rhamnaceae,ナンゴククマヤナギ,Berchemia racemosa Siebold et Zucc. var. luxurians Hatus.,自生,固有
4848,1,,151,クロウメモドキ科,Rhamnaceae,ウスゲクマヤナギ,Berchemia racemosa Siebold et Zucc. var. pilosa Hatus.,自生,固有
4849,1,,151,クロウメモドキ科,Rhamnaceae,クマヤナギ,Berchemia racemosa Siebold et Zucc. var. racemosa,自生,固有
4850,1,,151,クロウメモドキ科,Rhamnaceae,ヨコグラノキ,Berchemiella berchemiifolia (Makino) Nakai,自生,
4851,1,,151,クロウメモドキ科,Rhamnaceae,ヤエヤマハマナツメ,Colubrina asiatica (L.) Brongn.,自生,
4852,1,,151,クロウメモドキ科,Rhamnaceae,イソノキ,Frangula crenata (Siebold et Zucc.) Miq. var. crenata,自生,
4853,1,,151,クロウメモドキ科,Rhamnaceae,ホソバイソノキ,Frangula crenata (Siebold et Zucc.) Miq. var. stenophylla (Koidz.) Honda,自生,
4854,1,,151,クロウメモドキ科,Rhamnaceae,ケンポナシ,Hovenia dulcis Thunb.,自生,
4855,3,f,151,クロウメモドキ科,Rhamnaceae,オウゴンケンポナシ,Hovenia dulcis Thunb. f. deviata Honda,自生,
4856,1,,151,クロウメモドキ科,Rhamnaceae,ケケンポナシ,Hovenia trichocarpa Chun et Tsiang var. robusta (Nakai et Y.Kimura) Y.L.Chen et P.K.Chou,自生,固有
4857,1,,151,クロウメモドキ科,Rhamnaceae,ハマナツメ,Paliurus ramosissimus (Lour.) Poir.,自生,
4858,1,,151,クロウメモドキ科,Rhamnaceae,ネコノチチ,Rhamnella franguloides (Maxim.) Weberb. var. franguloides,自生,
4859,1,,151,クロウメモドキ科,Rhamnaceae,ヤエヤマネコノチチ,Rhamnella franguloides (Maxim.) Weberb. var. inaequilatera (Ohwi) Hatus.,自生,固有
4860,1,,151,クロウメモドキ科,Rhamnaceae,タイシャククロウメモドキ,Rhamnus chugokuensis Hatus.,自生,
4861,1,,151,クロウメモドキ科,Rhamnaceae,クロカンバ,Rhamnus costata Maxim.,自生,固有
4862,3,f,151,クロウメモドキ科,Rhamnaceae,ナンブクロカンバ,Rhamnus costata Maxim. f. nambuana (Honda) H.Hara,自生,固有
4863,3,f,151,クロウメモドキ科,Rhamnaceae,ヤマナシクロカンバ,Rhamnus costata Maxim. f. pubescens Hiyama,自生,固有
4864,1,,151,クロウメモドキ科,Rhamnaceae,クロツバラ,Rhamnus davurica Pall. var. nipponica Makino,自生,
4865,3,f,151,クロウメモドキ科,Rhamnaceae,ケクロツバラ,Rhamnus davurica Pall. var. nipponica Makino f. pubescens H.Hara,自生,固有
4866,1,,151,クロウメモドキ科,Rhamnaceae,ミヤマハンモドキ,Rhamnus ishidae Miyabe et Kudô,自生,固有
4867,1,,151,クロウメモドキ科,Rhamnaceae,クロウメモドキ,Rhamnus japonica Maxim. var. decipiens Maxim.,自生,固有
4868,3,f,151,クロウメモドキ科,Rhamnaceae,アオミノクロウメモドキ,Rhamnus japonica Maxim. var. decipiens Maxim. f. chlorocarpa (Honda) H.Hara,自生,
4869,3,f,151,クロウメモドキ科,Rhamnaceae,シナノクロウメモドキ,Rhamnus japonica Maxim. var. decipiens Maxim. f. senanensis (Koidz.) H.Hara,自生,固有
4870,1,,151,クロウメモドキ科,Rhamnaceae,エゾノクロウメモドキ,Rhamnus japonica Maxim. var. japonica,自生,固有
4871,1,,151,クロウメモドキ科,Rhamnaceae,コバノクロウメモドキ,Rhamnus japonica Maxim. var. microphylla H.Hara,自生,固有
4872,1,,151,クロウメモドキ科,Rhamnaceae,ヒメクロウメモドキ,Rhamnus kanagusukii Makino,自生,固有
4873,1,,151,クロウメモドキ科,Rhamnaceae,リュウキュウクロウメモドキ,Rhamnus liukiuensis (E.H.Wilson) Koidz.,自生,
4875,1,h,151,クロウメモドキ科,Rhamnaceae,クニガミクロウメモドキ,Rhamnus x calcicola Hatus.,自生,固有
4876,1,,151,クロウメモドキ科,Rhamnaceae,キビノクロウメモドキ,Rhamnus yoshinoi Makino,自生,
4877,1,,151,クロウメモドキ科,Rhamnaceae,クロイゲ,Sageretia thea (Osbeck) M.C.Johnst. var. thea,自生,
4878,3,f,151,クロウメモドキ科,Rhamnaceae,ケクロイゲ,Sageretia thea (Osbeck) M.C.Johnst. var. tomentosa (C.K.Schneid.) Y.L.Chen et P.K.Chou,自生,
412,1,,152,ニレ科,Ulmaceae,ハルニレ,Ulmus davidiana Planch. var. japonica (Rehder) Nakai,自生,
413,3,f,152,ニレ科,Ulmaceae,ツクシニレ,Ulmus davidiana Planch. var. japonica (Rehder) Nakai f. kijimae (Makino) Sugim. ex Ohwi,自生,固有
414,3,f,152,ニレ科,Ulmaceae,テリハニレ,Ulmus davidiana Planch. var. japonica (Rehder) Nakai f. levigata (C.K.Schneid.) W.T.Lee,自生,
415,3,f,152,ニレ科,Ulmaceae,コブニレ,Ulmus davidiana Planch. var. japonica (Rehder) Nakai f. suberosa (Turcz.) Nakai,自生,
417,1,,152,ニレ科,Ulmaceae,オヒョウ,Ulmus laciniata (Trautv.) Mayr var. laciniata,自生,
418,1,,152,ニレ科,Ulmaceae,ニッコウアツシ,Ulmus laciniata (Trautv.) Mayr var. nikkoensis Rehder,自生,固有
421,1,,152,ニレ科,Ulmaceae,アキニレ,Ulmus parvifolia Jacq.,自生,
425,1,,152,ニレ科,Ulmaceae,ケヤキ,Zelkova serrata (Thunb.) Makino,自生,
426,3,f,152,ニレ科,Ulmaceae,メゲヤキ,Zelkova serrata (Thunb.) Makino  f. stipulacea (Makino) Koji Ito,自生,
392,1,,153,アサ科,Cannabaceae,ムクノキ,Aphananthe aspera (Thunb.) Planch.,自生,
393,3,f,153,アサ科,Cannabaceae,チュウゴクエノキ,Celtis biondii Pamp. f. holophylla (Nakai) Koji Ito,自生,
394,1,,153,アサ科,Cannabaceae,サキシマエノキ,"Celtis biondii Pamp. var. insularis Hatus. ex H.Umemoto, Yokota et Kokub.",自生,
395,1,,153,アサ科,Cannabaceae,コバノチョウセンエノキ,Celtis biondii Pamp. var.. biondii,自生,
396,1,,153,アサ科,Cannabaceae,クワノハエノキ,Celtis boninensis Koidz.,自生,固有
397,1,,153,アサ科,Cannabaceae,エゾエノキ,Celtis jessoensis Koidz.,自生,
398,3,f,153,アサ科,Cannabaceae,ナガバエゾエノキ,Celtis jessoensis Koidz. f. angustifolia (Nakai) Hayashi,自生,
399,3,f,153,アサ科,Cannabaceae,カンサイエノキ,Celtis jessoensis Koidz. f. hashimotoi (Koidz.) Hayashi,自生,
404,1,,153,アサ科,Cannabaceae,エノキ,Celtis sinensis Pers.,自生,
405,3,f,153,アサ科,Cannabaceae,シダレエノキ,Celtis sinensis Pers. f. pendula (Miyoshi) Makino,自生,
488,1,,153,アサ科,Cannabaceae,カラハナソウ,Humulus lupulus L. var. cordifolius (Miq.) Maxim. ex Franch. et Sav.,自生,
490,1,,153,アサ科,Cannabaceae,カナムグラ,Humulus scandens (Lour.) Merr.,自生,
407,1,,153,アサ科,Cannabaceae,キリエノキ,Trema cannabina Lour.,自生,
408,1,,153,アサ科,Cannabaceae,ウラジロエノキ,Trema orientalis (L.) Blume,自生,
432,1,,154,クワ科,Moraceae,ツルコウゾ,Broussonetia kaempferi Siebold,自生,
434,1,,154,クワ科,Moraceae,ヒメコウゾ,Broussonetia monoica Hance,自生,
435,1,,154,クワ科,Moraceae,カジノキ,Broussonetia papyrifera (L.) L'Hér. ex Vent.,自生,
436,1,h,154,クワ科,Moraceae,コウゾ,Broussonetia x kazinoki Siebold,栽培,
440,1,,154,クワ科,Moraceae,クワクサ,Fatoua villosa (Thunb.) Nakai,自生,
441,1,,154,クワ科,Moraceae,ホソバムクイヌビワ,Ficus ampelas Burm.f.,自生,
447,1,,154,クワ科,Moraceae,アカメイヌビワ,Ficus benguetensis Merr.,自生,
449,1,,154,クワ科,Moraceae,トキワイヌビワ,Ficus boninsimae Koidz.,自生,固有
451,1,,154,クワ科,Moraceae,オオバアコウ,Ficus caulocarpa (Miq.) Miq.,自生,
456,3,f,154,クワ科,Moraceae,ケイヌビワ,Ficus erecta Thunb. var. beecheyana (Hook. et Arn.) King,自生,
457,1,,154,クワ科,Moraceae,イヌビワ,Ficus erecta Thunb. var. erecta,自生,
458,3,f,154,クワ科,Moraceae,ホソバイヌビワ,Ficus erecta Thunb. var. erecta f. sieboldii (Miq.) Corner,自生,
462,1,,154,クワ科,Moraceae,オオヤマイチジク,Ficus iidaiana Rehder et E.H.Wilson,自生,固有
463,1,,154,クワ科,Moraceae,ムクイヌビワ,Ficus irisana Elmer,自生,
466,1,,154,クワ科,Moraceae,ガジュマル,Ficus microcarpa L.f.,自生,
468,1,,154,クワ科,Moraceae,オオトキワイヌビワ,Ficus nishimurae Koidz.,自生,固有
471,1,,154,クワ科,Moraceae,オオイタビ,Ficus pumila L.,自生,
467,1,,154,クワ科,Moraceae,イタビカズラ,Ficus sarmentosa Buch.-Ham. ex Sm. subsp. nipponica (Franch. et Sav.) H.Ohashi,自生,
476,1,,154,クワ科,Moraceae,オオバイヌビワ,Ficus septica Burm.f.,自生,
478,1,,154,クワ科,Moraceae,アコウ,Ficus subpisocarpa Gagnep.,自生,
481,1,,154,クワ科,Moraceae,ヒメイタビ,Ficus thunbergii Maxim.,自生,
486,1,,154,クワ科,Moraceae,ギランイヌビワ,Ficus variegata Blume,自生,
487,1,,154,クワ科,Moraceae,ハマイヌビワ,Ficus virgata Reinw. ex Blume,自生,
491,1,,154,クワ科,Moraceae,カカツガユ,Maclura cochinchinensis (Lour.) Corner  var. gerontogea (Siebold et Zucc.) H.Ohashi,自生,
496,1,,154,クワ科,Moraceae,ヤマグワ,Morus australis Poir.,自生,
497,3,f,154,クワ科,Moraceae,ハマグワ,Morus australis Poir. f. maritima (Koidz.) Sa.Kurata,自生,
498,4,h,154,クワ科,Moraceae,ボウシュウグワ,Morus australis Poir. x M. kagayamae Koidz.,自生,
499,1,,154,クワ科,Moraceae,オガサワラグワ,Morus boninensis Koidz.,自生,固有
500,1,,154,クワ科,Moraceae,ケグワ,Morus cathayana Hemsl.,自生,
501,1,,154,クワ科,Moraceae,ハチジョウグワ,Morus kagayamae Koidz.,自生,固有
505,1,apo,155,イラクサ科,Urticaceae,トウゴクヤブマオ,Boehmeria biloba Wedd. x B. japonica (L.f.) Miq. var. longispica (Steud.) Yahara,自生,
507,1,,155,イラクサ科,Urticaceae,ヤナギバモクマオ,Boehmeria densiflora Hook. et Arn.,自生,
508,1,,155,イラクサ科,Urticaceae,カタバヤブマオ,Boehmeria dura Satake,自生,固有
509,1,,155,イラクサ科,Urticaceae,シマナガバヤブマオ,Boehmeria egregia Satake,自生,固有
510,1,,155,イラクサ科,Urticaceae,タイワントリアシ,Boehmeria formosana Hayata,自生,
511,1,,155,イラクサ科,Urticaceae,クサコアカソ,Boehmeria gracilis C.H.Wright,自生,
512,1,apo,155,イラクサ科,Urticaceae,オオバコアカソ,Boehmeria gracilis C.H.Wright x B. spicata (Thunb.) Thunb.,自生,
513,1,,155,イラクサ科,Urticaceae,ササグリヤブマオ,Boehmeria hatusimae Satake,自生,固有
514,1,,155,イラクサ科,Urticaceae,ケナガバヤブマオ,Boehmeria hirtella Satake,自生,
515,1,,155,イラクサ科,Urticaceae,ハマヤブマオ,Boehmeria hispidula Blume,自生,固有
516,1,,155,イラクサ科,Urticaceae,ニオウヤブマオ,Boehmeria holosericea Blume,自生,
517,1,,155,イラクサ科,Urticaceae,オオシマヤブマオ,Boehmeria izuosimensis Satake,自生,
518,1,,155,イラクサ科,Urticaceae,トガリバヤブマオ,Boehmeria japonica (L.f.) Miq. var. japonica,自生,固有
519,1,,155,イラクサ科,Urticaceae,ヤブマオ,Boehmeria japonica (L.f.) Miq. var. longispica (Steud.) Yahara,自生,
520,1,,155,イラクサ科,Urticaceae,ツクシヤブマオ,Boehmeria kiusiana Satake,自生,固有
521,1,,155,イラクサ科,Urticaceae,ツクシヤブマオ,Boehmeria kiusiana Satake,自生,固有
522,1,,155,イラクサ科,Urticaceae,コヤブマオ,Boehmeria minor Satake,自生,固有
523,1,,155,イラクサ科,Urticaceae,ゲンカイヤブマオ,Boehmeria nakashimae Yahara,自生,固有
525,1,,155,イラクサ科,Urticaceae,アオカラムシ,Boehmeria nivea (L.) Gaudich. var. concolor Makino,自生,
526,1,,155,イラクサ科,Urticaceae,カラムシ,Boehmeria nivea (L.) Gaudich. var. nipononivea (Koidz.) W.T.Wang,自生,
528,1,,155,イラクサ科,Urticaceae,メヤブマオ,Boehmeria platanifolia (Maxim.) Franch. et Sav. ex C.H.Wright,自生,
529,1,,155,イラクサ科,Urticaceae,タンナヤブマオ,Boehmeria quelpaertensis Satake,自生,
530,1,,155,イラクサ科,Urticaceae,マルバヤブマオ,Boehmeria robusta Nakai et Satake,自生,
531,1,,155,イラクサ科,Urticaceae,ナガバヤブマオ,Boehmeria sieboldiana Blume,自生,
532,1,,155,イラクサ科,Urticaceae,アカソ,Boehmeria silvestrii (Pamp.) W.T.Wang,自生,
533,1,,155,イラクサ科,Urticaceae,コバノコアカソ,Boehmeria spicata (Thunb.) Thunb. var. microphylla Nakai ex Satake,自生,固有
534,1,,155,イラクサ科,Urticaceae,コアカソ,Boehmeria spicata (Thunb.) Thunb. var. spicata,自生,
535,1,,155,イラクサ科,Urticaceae,ラセイタソウ,Boehmeria splitgerbera Koidz.,自生,固有
536,1,,155,イラクサ科,Urticaceae,ヤブマオモドキ,Boehmeria tikusiensis Satake,自生,
537,1,,155,イラクサ科,Urticaceae,リュウノヤブマオ,Boehmeria tosaensis Miyazaki et H.Ohba,自生,
538,1,,155,イラクサ科,Urticaceae,ヤエヤマラセイタソウ,Boehmeria yaeyamensis Hatus.,自生,固有
539,1,,155,イラクサ科,Urticaceae,ヤナギイチゴ,Debregeasia orientalis C.J.Chen,自生,
540,1,,155,イラクサ科,Urticaceae,トキホコリ,Elatostema densiflorum Franch. et Sav. ex Maxim.,自生,固有
542,1,,155,イラクサ科,Urticaceae,ウワバミソウ,Elatostema involucratum Franch. et Sav.,自生,
541,1,,155,イラクサ科,Urticaceae,ヒメウワバミソウ,Elatostema japonicum Wedd. var. japonicum,自生,
543,1,,155,イラクサ科,Urticaceae,ヤマトキホコリ,Elatostema laetevirens Makino,自生,固有
544,1,,155,イラクサ科,Urticaceae,ホソバノキミズ,Elatostema lineolatum Wight  var. majus Wedd.,自生,
545,1,,155,イラクサ科,Urticaceae,アマミサンショウソウ,Elatostema oshimense (Hatus.) T.Yamaz.,自生,固有
546,1,,155,イラクサ科,Urticaceae,ランダイミズ,Elatostema platyphyllum Wedd.,自生,
547,1,,155,イラクサ科,Urticaceae,クニガミサンショウヅル,Elatostema suzukii T.Yamaz.,自生,固有
548,1,,155,イラクサ科,Urticaceae,ヒメトキホコリ,Elatostema yakushimense Hatus.,自生,固有
549,1,,155,イラクサ科,Urticaceae,ヨナクニトキホコリ,Elatostema yonakuniense Hatus.,自生,固有
550,1,,155,イラクサ科,Urticaceae,ツルマオ,Gonostegia hirta (Blume) Miq.,自生,
551,1,,155,イラクサ科,Urticaceae,オトギリマオ,Gonostegia pentandra (Roxb.) Miq. var. hypericifolia (Blume) Masam.,自生,
552,1,,155,イラクサ科,Urticaceae,ムカゴイラクサ,Laportea bulbifera (Siebold et Zucc.) Wedd.,自生,
553,1,,155,イラクサ科,Urticaceae,ミヤマイラクサ,Laportea cuspidata (Wedd.) Friis,自生,
554,3,f,155,イラクサ科,Urticaceae,コモチミヤマイラクサ,Laportea cuspidata (Wedd.) Friis f. bulbifera (Kitam.) Fukuoka et Kurosaki,自生,
555,1,,155,イラクサ科,Urticaceae,チョクザキミズ,Lecanthus peduncularis (Royle) Wedd.,自生,
556,1,,155,イラクサ科,Urticaceae,コウトウウラジロマオ,Maoutia setosa Wedd.,自生,
557,1,,155,イラクサ科,Urticaceae,カテンソウ,Nanocnide japonica Blume,自生,
558,1,,155,イラクサ科,Urticaceae,シマカテンソウ,Nanocnide lobata Wedd.,自生,
559,1,,155,イラクサ科,Urticaceae,トウカテンソウ,Nanocnide pilosa Migo,自生,
560,1,,155,イラクサ科,Urticaceae,イワガネ,Oreocnide frutescens (Thunb.) Miq.,自生,
