ID,カテゴリ,雑種・品種,科番号APG,APG番号::科和名APG,APG番号::科学名APG,和名,採用学名,自生,固有
11473,1,,106,イネ科,Poaceae/Gramineae,イブキトボシガラ,Festuca parvigluma Steud. var. breviaristata Ohwi,自生,固有
11474,1,,106,イネ科,Poaceae/Gramineae,トボシガラ,Festuca parvigluma Steud. var. parvigluma,自生,
11477,1,,106,イネ科,Poaceae/Gramineae,ハマオオウシノケグサ,Festuca rubra L. var. muramatsui Ohwi,自生,
11479,1,,106,イネ科,Poaceae/Gramineae,ヒロハノオオウシノケグサ,Festuca rubra L. var. pacifica Honda,自生,固有
11480,1,,106,イネ科,Poaceae/Gramineae,オオウシノケグサ,Festuca rubra L. var. rubra,自生,
11481,1,,106,イネ科,Poaceae/Gramineae,タカネソモソモ,Festuca takedana Ohwi,自生,固有
11483,1,,106,イネ科,Poaceae/Gramineae,アオシバ,Garnotia acutigluma (Steud.) Ohwi,自生,
11485,1,,106,イネ科,Poaceae/Gramineae,ムツオレグサ,Glyceria acutiflora Torr. subsp. japonica (Steud.) T.Koyama et Kawano,自生,
11486,1,,106,イネ科,Poaceae/Gramineae,ミヤマドジョウツナギ,Glyceria alnasteretum Kom.,自生,
11487,1,,106,イネ科,Poaceae/Gramineae,ヒメウキガヤ,Glyceria depauperata Ohwi var. depauperata,自生,固有
11488,1,,106,イネ科,Poaceae/Gramineae,ウキガヤ,Glyceria depauperata Ohwi var. infirma (Ohwi) Ohwi,自生,固有
11490,1,,106,イネ科,Poaceae/Gramineae,ドジョウツナギ,Glyceria ischyroneura Steud.,自生,
11491,1,,106,イネ科,Poaceae/Gramineae,ヒロハノドジョウツナギ,Glyceria leptolepis Ohwi,自生,
11492,1,,106,イネ科,Poaceae/Gramineae,カラフトドジョウツナギ,Glyceria lithuanica (Gorski) Gorski,自生,
11495,1,,106,イネ科,Poaceae/Gramineae,ヌマドジョウツナギ,Glyceria spiculosa (F.Schmidt) Roshev.,自生,
11496,4,h,106,イネ科,Poaceae/Gramineae,マンゴクドジョウツナギ,Glyceria x tokitana Masumura,自生,
11497,1,,106,イネ科,Poaceae/Gramineae,ヤエガヤ,Hackelochloa granularis (L.) Kuntze,自生,
11499,1,,106,イネ科,Poaceae/Gramineae,ウラハグサ,Hakonechloa macra (Munro ex S.Moore) Makino ex Honda,自生,固有
11504,1,,106,イネ科,Poaceae/Gramineae,ミサヤマチャヒキ,Helictotrichon hideoi (Honda) Ohwi,自生,固有
11505,1,,106,イネ科,Poaceae/Gramineae,コバノウシノシッペイ,Hemarthria compressa (L.f.) R.Br.,自生,
11506,1,,106,イネ科,Poaceae/Gramineae,ウシノシッペイ,Hemarthria sibirica (Gand.) Ohwi,自生,
11507,1,,106,イネ科,Poaceae/Gramineae,アカヒゲガヤ,Heteropogon contortus (L.) P.Beauv. ex Roem. et Schult.,自生,
11509,1,,106,イネ科,Poaceae/Gramineae,エチゼンインヨウ,Hibanobambusa kamitegensis M.Kobay. et Wakas.,自生,固有
11510,1,,106,イネ科,Poaceae/Gramineae,インヨウチク,Hibanobambusa tranquillans (Koidz.) Maruy. et H.Okamura,自生,固有
11529,1,,106,イネ科,Poaceae/Gramineae,タイワンササキビ,Ichnanthus pallens (Sw.) Benth. var. major (Nees) Stieber,自生,
11530,1,,106,イネ科,Poaceae/Gramineae,チガヤ,Imperata cylindrica (L.) Raeusch. var. koenigii (Retz.) Pilg.,自生,
11531,1,,106,イネ科,Poaceae/Gramineae,ケナシチガヤ,Imperata cylindrica (L.) Raeusch. var. koenigii (Retz.) Pilg. f. pallida Honda,自生,
11534,1,,106,イネ科,Poaceae/Gramineae,コツブチゴザサ,Isachne globosa (Thunb.) Kuntze var. brevispicula Ohwi,自生,
11535,1,,106,イネ科,Poaceae/Gramineae,チゴザサ,Isachne globosa (Thunb.) Kuntze var. globosa,自生,
11536,1,,106,イネ科,Poaceae/Gramineae,ケナシハイチゴザサ,Isachne lutchuensis Hatus. et T.Koyama,自生,
11537,1,,106,イネ科,Poaceae/Gramineae,ヒメハイチゴザサ,Isachne myosotis Nees,自生,固有
11538,1,,106,イネ科,Poaceae/Gramineae,ハイチゴザサ,Isachne nipponensis Ohwi,自生,
11540,1,,106,イネ科,Poaceae/Gramineae,アツバハイチゴザサ,Isachne repens Keng,自生,
11541,1,,106,イネ科,Poaceae/Gramineae,オオチゴザサ,Isachne subglobosa Hatus. et T.Koyama,自生,
11542,1,,106,イネ科,Poaceae/Gramineae,ケカモノハシ,Ischaemum anthephoroides (Steud.) Miq.,自生,
11543,1,,106,イネ科,Poaceae/Gramineae,タイワンカモノハシ,Ischaemum aristatum L. var. aristatum,自生,
11544,1,,106,イネ科,Poaceae/Gramineae,カモノハシ,Ischaemum aristatum L. var. crassipes (Steud.) Yonek.,自生,
11545,1,,106,イネ科,Poaceae/Gramineae,ハナカモノハシ,Ischaemum aureum (Hook. et Arn.) Hack.,自生,固有
11547,1,,106,イネ科,Poaceae/Gramineae,ヒメカモノハシ,Ischaemum ciliare Retz.,自生,
11548,1,,106,イネ科,Poaceae/Gramineae,シマカモノハシ,Ischaemum ischaemoides (Hook. et Arn.) Nakai,自生,
11549,1,,106,イネ科,Poaceae/Gramineae,ヤエヤマカモノハシ,Ischaemum muticum L.,自生,
11550,1,,106,イネ科,Poaceae/Gramineae,タイワンアイアシ,Ischaemum rugosum Salisb. var. segetum (Trin.) Hack.,自生,
11551,1,,106,イネ科,Poaceae/Gramineae,コハナカモノハシ,Ischaemum setaceum Honda,自生,
11552,1,,106,イネ科,Poaceae/Gramineae,ミノボロ,Koeleria macrantha (Ledeb.) Schult. et Schult.f.,自生,
11555,1,,106,イネ科,Poaceae/Gramineae,タイワンアシカキ,Leersia hexandra Sw.,自生,
11556,1,,106,イネ科,Poaceae/Gramineae,アシカキ,Leersia japonica (Honda) Makino ex Honda,自生,固有
11557,1,,106,イネ科,Poaceae/Gramineae,エゾノサヤヌカグサ,Leersia oryzoides (L.) Sw.,自生,
11558,1,,106,イネ科,Poaceae/Gramineae,サヤヌカグサ,Leersia sayanuka Ohwi,自生,
11559,1,,106,イネ科,Poaceae/Gramineae,アゼガヤ,Leptochloa chinensis (L.) Nees,自生,
11567,1,,106,イネ科,Poaceae/Gramineae,イトアゼガヤ,Leptochloa panicea (Retz.) Ohwi,自生,
11569,1,,106,イネ科,Poaceae/Gramineae,ハイシバ,Lepturus repens (G.Forst.) R.Br.,自生,
11527,1,,106,イネ科,Poaceae/Gramineae,イワタケソウ,"Leymus duthiei (Stapf) Y.H.Zhou et H.Q.Zhang ex C.Yen, J.L.Yang et B.R.Baum subsp. longearistatus (Hack.) Y.H.Zhou et H.Q.Zhang var. japonicus (Hack.) C.Yen, J.L.Yang et B.R.Baum",自生,固有
11526,1,,106,イネ科,Poaceae/Gramineae,アズマガヤ,"Leymus duthiei (Stapf) Y.H.Zhou et H.Q.Zhang ex C.Yen, J.L.Yang et B.R.Baum subsp. longearistatus (Hack.) Y.H.Zhou et H.Q.Zhang var. longearistatus (Hack.) Y.H.Zhou et H.Q.Zhang ex C.Yen, J.L.Yang et B.R.Baum",自生,
11528,1,,106,イネ科,Poaceae/Gramineae,アイヌムギ,Leymus komarovii (Roshev.) J.L.Yang et C.Yen,自生,
11570,1,,106,イネ科,Poaceae/Gramineae,テンキグサ,Leymus mollis (Trin. ex Spreng.) Pilg.,自生,
11579,1,,106,イネ科,Poaceae/Gramineae,ササクサ,Lophatherum gracile Brongn.,自生,
11580,3,f,106,イネ科,Poaceae/Gramineae,ムサシノササクサ,Lophatherum gracile Brongn. f. musashiense (Hiyama) T.Koyama,自生,
11581,1,,106,イネ科,Poaceae/Gramineae,トウササクサ,Lophatherum sinense Rendle,自生,
11582,3,f,106,イネ科,Poaceae/Gramineae,ケナシトウササクサ,Lophatherum sinense Rendle f. leiophyllum T.Koyama,自生,
11583,1,,106,イネ科,Poaceae/Gramineae,アオコメガヤ,Melica nutans L. subsp. grandiflora (Koidz.) T.Koyama,自生,
11584,1,,106,イネ科,Poaceae/Gramineae,コメガヤ,Melica nutans L. subsp. nutans ,自生,
11585,1,,106,イネ科,Poaceae/Gramineae,ミチシバ,Melica onoei Franch. et Sav.,自生,
11586,1,,106,イネ科,Poaceae/Gramineae,ウスゲミチシバ,Melica onoei Franch. et Sav. var. pilosella Honda,自生,
11594,1,,106,イネ科,Poaceae/Gramineae,オオササガヤ,Microstegium ciliatum (Trin.) A.Camus,自生,
11595,1,,106,イネ科,Poaceae/Gramineae,ハマササガヤ,Microstegium glabratum (Brongn.) A.Camus,自生,
11596,1,,106,イネ科,Poaceae/Gramineae,ササガヤ,Microstegium japonicum (Miq.) Koidz.,自生,
11597,1,,106,イネ科,Poaceae/Gramineae,キタササガヤ,Microstegium japonicum (Miq.) Koidz. var. boreale (Ohwi) Ohwi,自生,固有
11599,1,,106,イネ科,Poaceae/Gramineae,ミヤマササガヤ,Microstegium nudum (Trin.) A.Camus,自生,
11598,1,,106,イネ科,Poaceae/Gramineae,メンテンササガヤ,Microstegium somae (Hayata) Ohwi,自生,
11600,1,,106,イネ科,Poaceae/Gramineae,アシボソ,Microstegium vimineum (Trin.) A.Camus,自生,
11601,3,f,106,イネ科,Poaceae/Gramineae,ヒメアシボソ,Microstegium vimineum (Trin.) A.Camus f. willdenowianum (Nees) Osada,自生,
11602,1,,106,イネ科,Poaceae/Gramineae,イブキヌカボ,Milium effusum L.,自生,
11603,3,f,106,イネ科,Poaceae/Gramineae,マツゲイブキヌカボ,Milium effusum L. f. ciliatum Hiyama,自生,
11604,1,,106,イネ科,Poaceae/Gramineae,オガサワラススキ,Miscanthus boninensis Nakai ex Honda,自生,
11606,1,,106,イネ科,Poaceae/Gramineae,トキワススキ,Miscanthus floridulus (Labill.) Warb. ex K.Schum. et Lauterb.,自生,
11607,1,,106,イネ科,Poaceae/Gramineae,オオヒゲナガカリヤスモドキ,Miscanthus intermedius (Honda) Honda,自生,固有
11608,1,,106,イネ科,Poaceae/Gramineae,カリヤスモドキ,Miscanthus oligostachyus Stapf,自生,固有
11609,3,f,106,イネ科,Poaceae/Gramineae,ケカリヤスモドキ,Miscanthus oligostachyus Stapf var. oligostachyus f. ciliatus Hiyama,自生,固有
11610,1,,106,イネ科,Poaceae/Gramineae,シナノカリヤスモドキ,Miscanthus oligostachyus Stapf var. shinanoensis Y.N.Lee,自生,固有
11612,1,,106,イネ科,Poaceae/Gramineae,オギ,Miscanthus sacchariflorus (Maxim.) Benth. et Hook.f. ex Franch.,自生,
11613,1,,106,イネ科,Poaceae/Gramineae,ススキ,Miscanthus sinensis Andersson,自生,
11614,3,f,106,イネ科,Poaceae/Gramineae,タカノハススキ,Miscanthus sinensis Andersson 'Zebrinus',自生,
11615,3,f,106,イネ科,Poaceae/Gramineae,イトススキ,Miscanthus sinensis Andersson f. gracillimus (Hitchc.) Ohwi,自生,固有
11616,3,f,106,イネ科,Poaceae/Gramineae,ムラサキススキ,Miscanthus sinensis Andersson f. purpurascens (Andersson) Nakai,自生,
11617,3,f,106,イネ科,Poaceae/Gramineae,シマススキ,Miscanthus sinensis Andersson f. variegatus (Beal) Nakai,自生,
11605,1,,106,イネ科,Poaceae/Gramineae,ハチジョウススキ,Miscanthus sinensis Andersson var. condensatus (Hack.) Makino,自生,
